0	0	0
-1.735	-2.065	1.205
-1.295	-0.955	-0.635
-0.455	-0.425	0.015
-1.725	-1.655	-0.665
0	0	0
0	0	0
-1.795	-1.355	-0.375
-0.805	-0.355	-0.045
-2.225	-2.615	0.485
-1.575	-0.995	-0.405
-1.225	-0.395	0.675
-1.245	-1.395	0.645
-1.515	-1.255	0.335
-1.695	-2.185	0.695
-1.625	-1.175	-0.045
-1.105	-0.715	0.555
-0.805	-0.355	-0.045
-1.795	-1.235	0.665
-1.835	-1.535	-0.075
-2.105	-2.305	-0.165
-2.245	-2.105	-0.355
-1.495	-1.525	-0.415
0	0	0
-1.435	-0.865	0.565
-1.225	-0.395	0.675
-2.535	-2.465	0.335
-0.815	0.015	0.725
-1.165	-1.075	0.165
0	0	0
-1.125	-0.585	1.155
-1.635	-1.075	1.135
0	0	0
0	0	0
-1.365	-0.965	-0.145
-1.965	-2.035	-0.195
0	0	0
-0.555	-0.145	0.135
-0.925	-0.655	-0.665
-2.085	-2.585	-0.435
-1.115	-0.535	-0.105
-0.465	0.085	0.615
0	0	0
-1.435	-0.865	0.565
-2.065	-2.005	1.275
-1.945	-2.115	0.235
-1.515	-1.255	0.335
-1.775	-1.405	0.995
-1.595	-1.845	-0.345
-2.035	-2.355	0.685
-1.965	-2.125	0.945
0	0	0
-1.025	-0.875	-0.045
-0.315	-0.205	0.495
-1.105	-0.715	0.555
-2.335	-2.585	0.995
-0.675	0.055	1.005
-2.465	-2.355	-0.165
-0.915	-0.695	-0.335
-2.255	-1.985	0.765
-2.255	-1.985	0.765
-1.865	-1.525	0.275
-1.795	-2.245	-0.345
-0.925	-0.655	-0.665
-1.315	-1.405	0.155
-1.795	-1.235	0.665
-0.735	0.235	-0.365
-1.145	-1.085	0.595
0	0	0
-2.535	-2.465	0.335
0	0	0
-0.805	-0.355	-0.045
0	0	0
-1.795	-2.245	-0.345
-1.795	-1.355	-0.375
-1.695	-2.185	0.695
-0.735	-0.435	0.695
-2.375	-2.115	0.475
-1.325	-1.305	-0.615
-2.255	-1.985	0.765
-0.555	-0.145	0.135
0	0	0
-1.795	-1.235	0.665
-0.615	0.115	0.335
-0.825	-0.685	0.325
-0.315	-0.205	0.495
-1.315	-1.295	-0.135
-1.635	-1.075	1.135
-1.725	-1.655	-0.665
-1.315	-1.295	-0.135
-0.465	0.085	0.615
-0.475	0.065	-0.635
-1.245	-0.845	0.905
0	0	0
0	0	0
0	0	0
-0.415	-0.055	-0.225
-1.695	-1.965	0.435
-1.515	-1.255	0.335
0	0	0
-1.245	-0.845	0.905
-0.415	-0.055	-0.225
-1.485	-1.595	-0.055
-1.795	-1.235	0.665
-2.105	-2.305	-0.165
-1.595	-1.845	-0.345
-1.465	-1.455	0.975
0	0	0
0	0	0
-1.495	-1.525	-0.415
-1.325	-1.305	-0.615
-1.315	-1.295	-0.135
-0.555	-0.145	0.135
-1.495	-1.525	-0.415
-2.035	-2.355	0.685
-1.315	-0.695	-0.405
0	0	0
-1.005	-0.135	0.345
-2.345	-2.175	1.185
-1.775	-1.405	0.995
-1.005	-0.135	0.345
0	0	0
-1.325	-1.305	-0.615
-2.235	-2.215	-0.655
0	0	0
-1.965	-1.965	0.665
-2.335	-2.585	0.995
-0.825	-0.685	0.325
-2.335	-2.585	0.995
-1.315	-1.295	-0.135
-0.675	0.055	1.005
-1.725	-1.995	0.005
0	0	0
-1.125	-0.585	1.155
-2.225	-2.615	0.485
-0.315	-0.205	0.495
0	0	0
0	0	0
-0.475	0.065	-0.635
-1.965	-1.965	0.665
-0.455	-0.425	0.015
-0.885	-0.895	0.815
-1.165	-1.075	0.165
0	0	0
-1.485	-1.595	-0.055
0	0	0
0	0	0
-0.735	-0.435	0.695
-1.725	-1.655	-0.665
-1.695	-2.185	0.695
0	0	0
0	0	0
-0.735	0.235	-0.365
-1.315	-1.295	-0.135
-1.625	-1.175	-0.045
-0.815	0.015	0.725
0	0	0
-1.945	-2.115	0.235
-0.735	0.235	-0.365
0	0	0
-0.825	0.015	-0.035
0	0	0
-2.345	-2.175	1.185
-1.835	-1.535	-0.075
0	0	0
-1.315	-0.695	-0.405
-1.595	-1.845	-0.345
-1.945	-2.115	0.235
-0.915	-0.695	-0.335
-1.025	-0.875	-0.045
-2.335	-2.585	0.995
-1.565	-1.595	1.245
-2.245	-2.105	-0.355
0	0	0
0	0	0
-1.795	-1.235	0.665
0	0	0
0	0	0
-0.665	-0.145	0.515
-0.825	-0.685	0.325
-0.735	0.235	-0.365
0	0	0
-1.735	-2.065	1.205
-1.245	-0.845	0.905
-0.885	-0.895	0.815
-1.485	-1.595	-0.055
-1.835	-1.535	-0.075
-1.605	-0.915	0.255
-1.695	-2.185	0.695
-1.725	-1.995	0.005
0	0	0
-1.315	-1.405	0.155
-2.135	-1.725	-0.085
-1.795	-2.245	-0.345
-2.255	-2.085	0.085
-1.775	-1.405	0.995
-1.125	-0.585	1.155
-2.065	-2.005	1.275
0	0	0
-1.885	-1.645	-0.365
0	0	0
-2.025	-1.895	-0.465
-1.515	-1.255	0.335
-1.085	-0.335	-0.415
-1.115	-0.535	-0.105
-1.085	-0.335	-0.415
0	0	0
-1.435	-0.865	0.565
-1.315	-1.295	-0.135
-1.735	-2.065	1.205
-1.965	-2.035	-0.195
-1.455	-1.145	0.905
-1.575	-0.995	-0.405
-1.005	-0.135	0.345
-1.515	-1.625	0.415
-1.515	-1.255	0.335
-2.105	-2.305	-0.165
-0.555	-0.145	1.215
-1.795	-1.235	0.665
-1.795	-1.355	-0.375
-1.115	-0.535	-0.105
-2.085	-1.845	0.385
0	0	0
-1.885	-1.645	-0.365
-2.335	-2.585	0.995
-2.255	-2.085	0.085
-2.065	-1.785	0.915
0	0	0
-0.595	-0.395	0.355
-1.365	-0.965	-0.145
-1.245	-1.395	0.645
-1.605	-1.655	0.785
-1.605	-1.655	0.785
-0.805	-0.355	-0.045
-1.435	-0.865	0.565
